doc_id,text
DOC_00039,"In fact, you probably want to avoid US Government anything for such a project. The pricetag is invariably too high, either in money or in hassles. The important thing to realize here is that the big cost of getting to the Moon is getting into low Earth orbit. Everything else is practically down in the noise. The only part of getting to the Moon that poses any new problems, beyond what you face in low orbit, is the last 10km -- the actual landing -- and that is not immensely difficult. Of course, you *can* spend sagadollars (saga- is the metric prefix for beelyuns and beelyuns) on things other than the launches, but you don't have to. The major component of any realistic plan to go to the Moon cheaply (for more than a brief visit, at least) is low-cost transport to Earth orbit. For what it costs to launch one Shuttle or two Titan IVs, you can develop a new launch system that will be considerably cheaper. (Delta Clipper might be a bit more expensive than this, perhaps, but there are less ambitious ways of bringing costs down quite a bit.) Any plan for doing sustained lunar exploration using existing launch systems is wasting money in a big way. Given this, questions like whose launch facilities you use are *not* a minor detail; they are very important to the cost of the launches, which dominates the cost of the project."
DOC_00040,"I'm in Edmonton, and while that's usually (or at least OFTEN) the case, here we were ""treated"" to the actual ABC telecast of the Kings/Flames game. I'm with whoever said it earlier - Don Witless (er, Whitman) is a poor commentator, and not just for hockey. Normally, if the Oilers were still playing (augh), I would turn off the sound and listen to the radio broadcast to get decent play-by-play announcing."
DOC_00041,"A brain abscess is an infection deep in the brain substance. It is hard to cure with antibiotics, since it gets walled off, and usually, it needs surgical drainage. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
DOC_00042,"Hello, I am looking to add voice input capability to a user interface I am developing on an HP730 (UNIX) workstation. I would greatly appreciate information anyone would care to offer about voice input systems that are easily accessible from the UNIX environment. The names or adresses of applicable vendors, as well as any experiences you have had with specific systems, would be very helpful. Please respond via email; I will post a summary if there is sufficient interest. Thanks, Ken P.S. I have found several impressive systems for IBM PC's, but I would like to avoid the hassle of purchasing and maintaining a separate PC if at all possible. ------------------------------------------------------------------------------- Ken Hinckley (kph2q@virginia.edu) University of Virginia Neurosurgical Visualization Laboratory"
DOC_00043,"I was wondering if any Star Trek TNG fans in this newsgroup knew of a possible relationship between the Bruins' players Douris & Moog and the Klingon names Duras and Worf (Son of Moog). I suppose it's a coincidence. Just curious,"
DOC_00044,"Actually, that is no longer true. In the last few years Congress has ammended laws to provide whatever is needed. Note that both Spacehab and Comet are funded this way. The problems aren't legal nor technical. The problem is NASA's culture. Allen"
DOC_00045,"If not for the lack of extraneously capitalized words, I'd swear that McElwaine had changed his name and moved to Cal Poly. I also find the choice of newsgroups 'interesting'. Perhaps someone should tell this guy that 'sci.astro' doesn't stand for 'astrology'? It's truly frightening that posts like this are originating at what are ostensibly centers of higher learning in this country. Small wonder that the rest of the world thinks we're all nuts and that we have the problems that we do. [In case you haven't gotten it yet, David, I don't think this was quite appropriate for a posting to 'sci' groups.] -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden"
DOC_00046,"I hate to pour cold water on this, but currently seawater extracted uranium, even using the new, improved fiber absorbers from Japan, is about 20 times more expensive than uranium on the spot market. Uranium is *very* cheap right now, around $10/lb. Right now, there are mines closing because they can't compete with places like Cigar Lake in Canada (where the ore is so rich they present safety hazards to the mines, who work in shielded vehicles). Plenty of other sources (for example, uranium from phosphate processing) would come on line before uranium reached $200/lb. ""Demand and supply balance will collapse"" is nonsense. Supply and demand always balance; what changes is the price. Is uranium going to increase in price by a factor of 20 by the end of the century? Not bloody likely. New nuclear reactors are not being built at a sufficient rate. Uranium from seawater is interesting, but it's a long term project, or a project that the Japanese might justify on grounds of self-sufficiency."
DOC_00047,"Just a pointer to the article in the current Science News article on Federal R&D funding. Very briefly, all R&D is being shifted to gaining current competitive advantage from things like military and other work that does not have as much commercial utility."
DOC_00048,"Several years ago I tried to commit a patient who was growing Salmonella out of his stool, blood, and an open ulcer for treatment. The idea was that the guy was a walking public health risk, and that forcing him to receive IV antibiotics for a few days was in the public interest. I will make a long story short by saying that the judge laughed at my idea, yelled at me for wasting his time, and let the guy go. I found out that tuberculosis appears to be the only MEDICAL (as oppsed to psychiatric) condition that one can be committed for, and this is because very specific laws were enacted many years ago regarding tb. I am certain these vary from state to state. Any legal experts out there to help us on this?"
DOC_00049,"One thing that I haven't seen in this thread is a discussion of the relation between IBD inflammation and the profile of ingested fatty acids (FAs). I was diagnosed last May w/Crohn's of the terminal ileum. When I got out of the hospital I read up on it a bit, and came across several studies investigating the role of EPA (an essentially FA) in reducing inflammation. The evidence was mixed. [Many of these studies are discussed in ""Inflammatory Bowel Disease,"" MacDermott, Stenson. 1992.] But if I recall correctly, there were some methodological bones to be picked with the studies (both the ones w/pos. and w/neg. results). In the studies patients were given EPA (a few grams/day for most of the studies), but, if I recall correctly, there was no restriction of the _other_ FAs that the patients could consume. From the informed layperson's perspective, this seems mistaken. If lots of n-6 FAs are consumed along with the EPA, then the ratio of ""bad"" prostanoid products to ""good"" prostanoid products could still be fairly ""bad."" Isn't this ratio the issue? What's the view of the gastro. community on EPA these days? EPA supplements, along with a fairly severe restriction of other FAs appear to have helped me significantly (though it could just be the low absolute amount of fat I eat -- 8-10% calories)."
DOC_00050,"Howdy all, Where could I find a screen-grabber program for MS-Windows? I'm writing up some documentation and it would be VERY helpful to include sample screens into the document. Please e-mail as I don't usualy follow this group. Thanks a lot, Grant"
DOC_00051,"Yes, a point well-taken ... however, even in areas that finally got some games, there's something nagging in the back of your skull when the network that has the national rights in its pocket says on its sports news, ""There's an awesome overtime going on in Quebec City, and we'll *try* to get you an update through the show ..."" when you know that it's on a satellite's feedhorn somewhere up there ... From today's Times, ABC got great ratings in Chicago and St. Louis (a 4.2), and the Kings-Flames got a 2.9 on the West Coast, but only a 2.2 in metro New York (i.e., the Devils squandered their newfound support from a year ago when they played the Rangers )-;). In comparison, Seniors Golf did better ... I fear that the overall national numbers will not be so great ... I can't tell if ABC did any advance marketing or not, 'cos I don't watch much TV ... the NHL should have made sure that it was solid on cable before going on the air. Even ESPN could've sold second rights to third party systems (i.e., non-SportsChannel) since they are not making any extra money by sitting on the games ... hockey fans will not necessarily be watching pre-season beach volleyball if playoffs games aren't being shown somewhere ... gld"
DOC_00052,I once thought it would be easiest fitting a sine to the times. But not. This gave discrepancy of upto six minutes. If you fit a sine series you'll get a very good fit after just three or four terms though. This presumably has to do with the eccentricity of the Earths orbit.
DOC_00053,"As for advertising -- sure, why not? A NASA friend and I spent one drunken night figuring out just exactly how much gold mylar we'd need to put the golden arches of a certain American fast food organization on the face of the Moon. Fortunately, we sobered up in the morning. Hmmm. It actually isn't all that much, is it? Like about 2 million km^2 (if you think that sounds like a lot, it's only a few tens of m^2 per burger that said organization sold last year). You'd be best off with a reflective substance that could be sprayed thinly by an unmanned craft in lunar orbit (or, rather, a large set of such craft). If you can get a reasonable albedo it would be visible even at new moon (since the moon itself is quite dark), and _bright_ at full moon. You might have to abandon the colour, though. Buy a cheap launch system, design reusable moon -> lunar orbit unmanned spraying craft, build 50 said craft, establish a lunar base to extract TiO2 (say: for colour you'd be better off with a sulphur compound, I suppose) and some sort of propellant, and Bob's your uncle. I'll do it for, say, 20 billion dollars (plus changes of identity for me and all my loved ones). Delivery date 2010. Can we get the fast-food chain bidding against the fizzy-drink vendors? Who else might be interested? Would they buy it, given that it's a _lot_ more expensive, and not much more impressive, than putting a large set of several-km inflatable billboards in LEO (or in GEO, visible 24 hours from your key growth market). I'll do _that_ for only $5bn (and the changes of identity)."
